,BU,Machine_Type,Serial_number,Unused_machines_J1,Unused_machines_UNP,Unused_machines_PL,OEE,OEE-J1,OEE-J1-H1-G+G6,Availability,Performance,Planned_Downtime%,Unplanned_Downtime%,Performance_losses,Batch_size,Setuptime/min,Waitingtime/min,Quantity/h,Quantity,Avg_length/mm,ShiftTime/h,Netto_StandardTime/h,Downtime/h,Dw_J1,Planned_Downtime/h,Unplanned_Downtime/h,Urgent_Orders(A16)%,Disciplinary_responsible_vs_Shifthours,Not_disciplinary_responsible_vs_Shifthours,No_Orders,Scrap/m,Scrap%,Avg_No_Machines,Somme de Dw_B,shift,Day,Month,Year,Date
18932,BU 2,Machine 3,093K8347,0.0,0.12,0.22,45.65,45.65,49.79,67.39,67.73,21.09,11.52,21.74,468,9.66,0.0,293,2342,2096.94,8.0,3.65,2.61,0.0,1.69,0.92,20.0,6.27,5.24,5,0.0,0.00,7.0,,2,10,6,2018,2018-06-10
18933,BU 2,Machine 3,573N6493,0.0,0.22,0.18,44.31,44.31,46.68,62.13,71.33,15.42,22.45,17.81,551,8.48,5.39,344,2754,1365.84,8.0,3.55,3.03,0.0,1.23,1.8,20.0,2.08,20.38,5,4.13,0.15,7.0,,2,10,6,2018,2018-06-10
18934,BU 2,Machine 3,029P3751,0.0,0.12,0.24,49.04,49.04,52.74,73.26,66.94,14.65,12.09,24.22,816,7.52,7.68,408,3265,660.40,8.0,3.92,2.14,0.0,1.17,0.97,25.0,6.83,5.27,4,0.75,0.03,7.0,,2,10,6,2018,2018-06-10
18935,BU 2,Machine 3,182L4692,0.0,0.13,0.19,54.58,54.58,58.26,73.85,73.9,13.24,12.91,19.28,607,5.74,0.21,303,2427,2747.76,8.0,4.37,2.09,0.0,1.06,1.03,25.0,11.32,1.59,4,0.0,0.00,7.0,,2,10,6,2018,2018-06-10
18936,BU 2,Machine 3,583J9461,0.0,0.12,0.26,37.48,37.48,41.76,63.31,59.2,24.94,11.75,25.83,468,11.94,0.65,293,2342,1703.95,8.0,3.0,2.94,0.0,2.0,0.94,20.0,8.4,3.35,5,4.83,0.04,7.0,,2,10,6,2018,2018-06-10
18937,BU 2,Machine 3,293F4715,0.0,0.37,0.11,26.0,26.0,28.36,37.1,70.09,26.01,36.89,11.1,341,17.82,1.32,213,1705,1202.87,8.0,2.08,5.03,0.0,2.08,2.95,20.0,21.34,15.55,5,0.0,0.00,7.0,,2,10,6,2018,2018-06-10
18938,BU 2,Machine 3,483D5938,0.0,0.45,0.15,26.26,26.26,26.49,40.98,64.07,13.83,45.19,14.72,351,13.59,26.93,175,1402,2543.90,8.0,2.1,4.72,0.0,1.11,3.62,25.0,26.8,18.4,4,24.945,0.71,7.0,,2,10,6,2018,2018-06-10
18939,BU 2,Machine 2,5392175,0.0,0.24,0.15,27.6,27.6,30.82,42.66,64.7,33.14,24.19,15.06,429,4.09,3.44,966,7728,1971.88,8.0,2.21,4.59,0.0,2.65,1.94,5.56,9.44,14.75,18,9.11,0.04,11.0,,2,10,6,2018,2018-06-10
18940,BU 2,Machine 2,6798354,0.0,0.32,0.08,29.7,29.7,31.63,38.01,78.13,30.41,31.59,8.31,338,4.74,4.11,802,6417,2239.04,8.0,2.38,4.96,0.0,2.43,2.53,0.0,8.6,22.99,19,46.15,0.25,11.0,,2,10,6,2018,2018-06-10
18941,BU 2,Machine 2,7481923,0.0,0.4,0.11,18.9,18.9,21.48,29.74,63.54,30.45,39.81,10.85,471,2.53,5.46,707,5657,1585.46,8.0,1.51,5.62,0.0,2.44,3.18,16.67,6.83,32.98,12,4.235,0.05,11.0,,2,10,6,2018,2018-06-10
18942,BU 2,Machine 2,1047583,0.0,0.22,0.2,21.16,21.16,22.07,40.81,51.86,36.78,22.41,19.65,519,8.94,7.3,584,4670,3757.07,8.0,1.69,4.74,0.0,2.94,1.79,11.11,1.51,20.89,9,393.635,2.03,11.0,,2,10,6,2018,2018-06-10
18943,BU 2,Machine 2,2938745,0.0,0.3,0.13,32.8,32.8,34.98,45.35,72.34,24.37,30.28,12.54,740,7.74,3.39,833,6660,3116.05,8.0,2.62,4.37,0.0,1.95,2.42,0.0,8.15,22.13,9,47.55,0.14,11.0,,2,10,6,2018,2018-06-10
18944,BU 2,Machine 2,8362719,0.0,0.33,0.1,21.13,21.13,22.32,31.46,67.15,35.5,33.04,10.34,396,6.11,3.12,743,5940,649.90,8.0,1.69,5.48,0.0,2.84,2.64,6.67,6.01,27.02,15,20.65,0.44,11.0,,2,10,6,2018,2018-06-10
18945,BU 2,Machine 2,5849321,0.0,0.49,0.12,14.56,14.56,16.1,26.97,53.98,23.73,49.31,12.41,673,7.21,5.7,589,4714,948.32,8.0,1.16,5.84,0.0,1.9,3.94,0.0,5.58,43.73,7,0.0,0.00,11.0,,2,10,6,2018,2018-06-10
18946,BU 2,Machine 2,2948567,0.0,0.17,0.18,27.1,27.1,30.55,45.28,59.85,37.83,16.89,18.18,597,8.47,2.2,895,7162,1527.84,8.0,2.17,4.38,0.0,3.03,1.35,0.0,3.67,13.22,12,45.475,0.31,11.0,,2,10,6,2018,2018-06-10
18947,BU 2,Machine 2,3928471,0.0,0.21,0.11,42.92,42.92,45.5,54.15,79.27,24.7,21.15,11.22,552,3.51,4.27,1243,9944,2331.97,8.0,3.43,3.67,0.0,1.98,1.69,0.0,1.9,19.26,18,40.805,0.36,11.0,,2,10,6,2018,2018-06-10
18948,BU 2,Machine 2,1749536,0.0,0.21,0.15,23.39,23.39,25.89,37.91,61.7,41.21,20.88,14.52,364,7.16,1.61,865,6919,1553.95,8.0,1.87,4.97,0.0,3.3,1.67,0.0,8.08,12.8,19,71.13,0.40,11.0,,2,10,6,2018,2018-06-10
18949,BU 2,Machine 2,3826197,0.0,0.2,0.18,25.04,25.04,28.22,42.86,58.42,37.12,20.01,17.82,564,8.82,3.77,916,7331,1596.58,8.0,2.0,4.57,0.0,2.97,1.6,7.69,4.4,15.61,13,12.03,0.34,11.0,,2,10,6,2018,2018-06-10
18950,BU 2,Machine 8,847261539,0.0,0.25,0.15,36.67,36.67,39.08,51.57,71.11,23.37,25.06,14.9,926,7.94,3.08,926,7409,1949.29,8.0,2.93,3.87,0.0,1.87,2.0,25.0,2.89,22.17,8,0.0,0.00,1.0,,2,10,6,2018,2018-06-10
18951,BU 3,Machine 6,4027589,0.0,0.22,0.12,51.94,51.95,55.53,63.96,81.21,14.33,21.72,12.02,1363,5.67,3.62,1363,10900,543.95,8.0,4.16,2.88,0.0,1.15,1.74,0.0,11.44,10.27,8,0.0,0.00,1.0,,2,10,6,2018,2018-06-10
18952,BU 3,Machine 1,8471629,0.0,0.11,0.39,33.96,33.96,35.35,72.79,46.65,15.98,11.23,38.83,704,7.36,1.79,792,6337,1179.85,8.0,2.72,2.18,0.0,1.28,0.9,0.0,3.09,8.15,9,12.52,0.19,1.0,,2,10,6,2018,2018-06-10
18953,BU 3,Machine 5,2938745,0.0,0.16,0.16,43.99,43.99,49.25,59.58,73.84,24.51,15.91,15.58,1209,10.65,3.65,906,7251,876.48,8.0,3.52,3.23,0.0,1.96,1.27,0.0,8.06,7.86,6,0.615,0.01,3.0,,2,10,6,2018,2018-06-10
18954,BU 3,Machine 5,7283946,0.0,0.17,0.25,50.4,50.51,53.07,75.1,67.11,7.9,17.0,24.7,2261,4.99,6.98,1131,9044,1253.41,8.0,4.03,1.99,0.02,0.63,1.36,0.0,6.15,10.84,4,57.09,0.50,3.0,,2,10,6,2018,2018-06-10
18955,BU 3,Machine 5,8374621,0.0,0.16,0.13,63.8,63.8,65.83,77.1,82.76,7.01,15.9,13.29,1972,5.42,1.42,1232,9859,773.74,8.0,5.1,1.83,0.0,0.56,1.27,0.0,6.62,9.27,5,30.195,0.40,3.0,,2,10,6,2018,2018-06-10
18956,BU 1,Machine 1,5816492,0.02,0.15,0.1,34.41,35.27,37.69,44.03,78.15,41.28,14.69,9.62,178,3.88,0.48,823,6581,1856.97,8.0,2.75,4.48,0.2,3.3,1.18,0.0,3.9,10.79,37,14.44,0.11,4.0,,3,10,6,2018,2018-06-10
18957,BU 1,Machine 1,0923745,0.12,0.2,0.16,31.77,36.28,39.37,47.61,66.73,32.26,20.13,15.84,159,3.3,0.11,737,5897,1385.43,8.0,2.54,4.19,0.99,2.58,1.61,2.7,4.91,15.21,37,84.579,0.78,4.0,,3,10,6,2018,2018-06-10
18958,BU 1,Machine 1,7618349,0.0,0.08,0.12,40.52,40.52,43.84,52.23,77.58,40.08,7.7,11.71,141,2.76,0.0,843,6746,1302.95,8.0,3.24,3.82,0.0,3.21,0.62,0.0,4.83,2.86,48,5.672,0.07,4.0,,3,10,6,2018,2018-06-10
18959,BU 1,Machine 2,2359173,0.02,0.21,0.14,29.91,30.49,32.69,43.58,68.63,35.71,20.72,13.67,259,4.93,1.76,843,6746,1183.89,8.0,2.39,4.51,0.15,2.86,1.66,0.0,8.83,11.89,26,3.525,0.06,1.0,,3,10,6,2018,2018-06-10
18960,BU 2,Machine 7,83746295,0.0,0.31,0.16,22.45,22.45,25.64,38.41,58.43,30.11,31.48,15.97,587,6.81,1.12,734,5874,1116.68,8.0,1.8,4.93,0.0,2.41,2.52,0.0,21.48,10.0,10,93.1,1.14,3.0,,3,10,6,2018,2018-06-10
18961,BU 2,Machine 6,6294837,0.0,0.52,0.1,20.59,20.59,23.94,30.11,68.38,17.71,52.18,9.52,502,4.02,24.09,502,4018,2150.18,8.0,1.65,5.59,0.0,1.42,4.17,12.5,7.73,44.45,8,0.0,0.00,3.0,,3,10,6,2018,2018-06-10
18962,BU 2,Machine 6,9473856,0.0,0.32,0.15,14.65,14.65,17.71,29.77,49.21,38.18,32.05,15.12,276,12.1,0.36,414,3310,929.99,8.0,1.17,5.62,0.0,3.05,2.56,8.33,20.06,11.99,12,38.68,1.27,3.0,,3,10,6,2018,2018-06-10
18963,BU 2,Machine 1,1903845,0.0,0.3,0.07,31.17,31.17,35.45,37.84,82.38,32.55,29.61,6.67,814,8.94,7.09,1018,8143,1866.36,8.0,2.49,4.97,0.0,2.6,2.37,0.0,6.52,23.1,10,1.0,0.02,5.0,,3,10,6,2018,2018-06-10
18964,BU 2,Machine 1,5732948,0.0,0.4,0.15,14.5,14.5,19.3,29.64,48.93,30.34,40.02,15.14,550,13.41,1.29,550,4397,580.69,8.0,1.16,5.63,0.0,2.43,3.2,12.5,19.86,20.16,8,16.82,0.52,5.0,,3,10,6,2018,2018-06-10
18965,BU 2,Machine 1,8392745,0.0,0.25,0.18,24.5,24.59,27.8,42.09,58.22,33.34,24.57,17.59,721,8.99,5.14,901,7209,737.34,8.0,1.96,4.63,0.03,2.67,1.97,10.0,11.58,12.99,10,7.7,0.21,5.0,,3,10,6,2018,2018-06-10
18966,BU 2,Machine 1,5938471,0.0,0.22,0.32,18.54,18.54,19.98,50.5,36.72,27.86,21.64,31.96,506,10.12,5.66,570,4556,928.31,8.0,1.48,3.96,0.0,2.23,1.73,33.33,14.6,7.04,9,73.61,0.75,5.0,,3,10,6,2018,2018-06-10
18967,BU 2,Machine 1,9473852,0.0,0.23,0.17,23.5,23.5,25.32,40.75,57.67,36.48,22.77,17.25,1388,18.14,2.44,867,6938,730.92,8.0,1.88,4.74,0.0,2.92,1.82,0.0,9.94,12.83,5,0.0,0.00,5.0,,3,10,6,2018,2018-06-10
18968,BU 2,Machine 3,093K8347,0.0,0.12,0.17,47.68,47.68,51.26,65.11,73.23,23.3,11.59,17.43,611,12.84,3.16,458,3664,863.03,8.0,3.81,2.79,0.0,1.86,0.93,16.67,4.89,6.7,6,1.26,0.08,7.0,,3,10,6,2018,2018-06-10
18969,BU 2,Machine 3,573N6493,0.03,0.13,0.09,52.41,54.13,59.46,61.01,85.9,25.74,13.25,8.61,623,15.46,1.74,390,3116,1913.28,8.0,4.19,3.12,0.25,2.06,1.06,20.0,4.69,8.56,5,19.5,0.32,7.0,,3,10,6,2018,2018-06-10
18970,BU 2,Machine 3,029P3751,0.0,0.2,0.1,50.27,50.27,54.38,60.43,83.19,19.54,20.03,10.16,570,10.62,6.52,356,2848,1626.21,8.0,4.02,3.17,0.0,1.56,1.6,0.0,11.77,8.27,5,0.0,0.00,7.0,,3,10,6,2018,2018-06-10
18971,BU 2,Machine 3,182L4692,0.0,0.17,0.16,53.13,53.22,53.7,68.78,77.25,14.47,16.75,15.65,844,12.0,6.71,422,3375,1962.41,8.0,4.25,2.5,0.01,1.16,1.34,25.0,12.69,4.06,4,0.0,0.00,7.0,,3,10,6,2018,2018-06-10
18972,BU 2,Machine 3,583J9461,0.0,0.09,0.24,42.39,42.39,45.34,66.01,64.22,25.14,8.85,23.62,690,19.83,3.45,345,2759,1559.23,8.0,3.39,2.72,0.0,2.01,0.71,25.0,4.25,4.6,4,77.28,0.58,7.0,,3,10,6,2018,2018-06-10
18973,BU 2,Machine 3,293F4715,0.0,0.24,0.18,22.85,22.85,25.46,41.09,55.62,34.92,24.0,18.24,385,21.63,4.8,241,1925,737.39,8.0,1.83,4.71,0.0,2.79,1.92,40.0,13.4,10.59,5,0.0,0.00,7.0,,3,10,6,2018,2018-06-10
18974,BU 2,Machine 3,483D5938,0.0,0.2,0.13,54.54,54.54,54.77,67.18,81.19,13.31,19.51,12.64,863,14.72,1.91,431,3450,1830.66,8.0,4.36,2.63,0.0,1.07,1.56,25.0,5.91,13.6,4,24.87,0.41,7.0,,3,10,6,2018,2018-06-10
18975,BU 2,Machine 2,6798354,0.0,0.38,0.15,24.48,24.48,27.38,39.66,61.71,22.49,37.85,15.19,472,4.02,2.89,766,6131,1863.59,8.0,1.96,4.83,0.0,1.8,3.03,7.69,9.33,28.52,13,84.065,0.38,11.0,,3,10,6,2018,2018-06-10
18976,BU 2,Machine 2,7481923,0.0,0.19,0.13,29.73,29.73,34.95,42.24,70.37,39.02,18.74,12.52,672,10.04,0.25,1092,8739,1582.93,8.0,2.38,4.62,0.0,3.12,1.5,0.0,3.2,15.53,13,4.77,0.03,11.0,,3,10,6,2018,2018-06-10
18977,BU 2,Machine 2,1047583,0.01,0.61,0.06,13.64,13.8,14.56,19.92,68.45,18.82,61.26,6.28,393,10.18,13.05,344,2751,4627.12,8.0,1.09,6.41,0.09,1.51,4.9,14.29,13.59,47.67,7,1.7,0.04,11.0,,3,10,6,2018,2018-06-10
18978,BU 2,Machine 2,2938745,0.0,0.33,0.13,25.68,25.68,28.78,38.98,65.86,28.02,32.99,13.31,516,6.69,3.35,710,5681,2367.34,8.0,2.05,4.88,0.0,2.24,2.64,9.09,23.48,9.51,11,29.07,0.12,11.0,,3,10,6,2018,2018-06-10
18979,BU 2,Machine 2,8362719,0.03,0.29,0.17,22.97,23.8,25.54,39.8,57.72,31.32,28.88,16.83,422,6.85,3.09,844,6752,840.20,8.0,1.84,4.82,0.28,2.51,2.31,0.0,8.92,19.97,16,106.245,1.93,11.0,,3,10,6,2018,2018-06-10
18980,BU 2,Machine 2,5849321,0.0,0.4,0.16,25.48,25.48,28.53,41.76,61.02,17.97,40.26,16.28,971,6.59,7.14,849,6795,2140.31,8.0,2.04,4.66,0.0,1.44,3.22,0.0,25.81,14.45,7,0.0,0.00,11.0,,3,10,6,2018,2018-06-10
18981,BU 2,Machine 2,2948567,0.0,0.29,0.25,24.93,24.93,27.3,49.58,50.28,21.16,29.26,24.65,752,5.73,7.45,940,7518,1581.48,8.0,1.99,4.03,0.0,1.69,2.34,10.0,10.59,18.67,10,0.0,0.00,11.0,,3,10,6,2018,2018-06-10
18982,BU 2,Machine 2,3928471,0.04,0.49,0.12,18.63,19.37,21.04,30.72,60.64,20.62,48.66,12.09,944,12.85,4.56,708,5663,1395.90,8.0,1.49,5.54,0.31,1.65,3.89,16.67,5.01,43.65,6,1.95,0.05,11.0,,3,10,6,2018,2018-06-10
18983,BU 2,Machine 2,1749536,0.0,0.36,0.14,29.32,29.32,32.54,43.15,67.95,21.27,35.58,13.83,520,3.77,2.33,1039,8313,1797.99,8.0,2.35,4.55,0.0,1.7,2.85,18.75,9.11,26.47,16,103.765,0.31,11.0,,3,10,6,2018,2018-06-10
18984,BU 2,Machine 2,3826197,0.0,0.24,0.17,27.35,27.35,30.37,44.31,61.71,32.11,23.58,16.97,627,7.51,2.14,1097,8778,967.78,8.0,2.19,4.46,0.0,2.57,1.89,7.14,4.6,18.98,14,48.6,0.59,11.0,,3,10,6,2018,2018-06-10
18985,BU 2,Machine 8,847261539,0.0,0.13,0.17,33.52,33.52,36.72,50.75,66.05,35.79,13.45,17.23,585,8.19,0.08,878,7022,1727.51,8.0,2.68,3.94,0.0,2.86,1.08,0.0,9.55,3.9,12,0.0,0.00,1.0,,3,10,6,2018,2018-06-10
18986,BU 1,Machine 1,5816492,0.0,0.16,0.13,34.65,34.65,35.26,48.1,72.05,35.49,16.41,13.44,181,3.0,0.41,1085,8682,954.94,8.0,2.77,4.15,0.0,2.84,1.31,0.0,9.01,7.4,48,7.846,0.07,4.0,,1,11,6,2018,2018-06-11
18987,BU 1,Machine 1,0923745,0.0,0.13,0.22,36.06,36.06,37.29,58.12,62.04,29.01,12.86,22.06,153,2.84,0.27,763,6107,1873.05,8.0,2.88,3.35,0.0,2.32,1.03,0.0,9.49,3.37,40,62.065,0.56,4.0,,1,11,6,2018,2018-06-11
18988,BU 1,Machine 1,7618349,0.03,0.11,0.1,52.75,54.43,55.1,62.99,83.75,25.84,11.17,10.24,215,2.3,0.13,1291,10331,1320.31,8.0,4.22,2.96,0.25,2.07,0.89,0.0,4.1,7.08,48,10.305,0.05,4.0,,1,11,6,2018,2018-06-11
18989,BU 1,Machine 2,2359173,0.0,0.16,0.21,33.54,33.54,34.6,54.16,61.92,30.28,15.56,20.62,365,5.36,1.43,1051,8404,509.53,8.0,2.68,3.67,0.0,2.42,1.24,0.0,6.87,8.69,23,6.749,0.15,1.0,,1,11,6,2018,2018-06-11
18990,BU 2,Machine 7,83746295,0.0,0.24,0.19,28.42,28.43,30.79,47.7,59.59,28.7,23.6,19.28,728,9.0,2.96,910,7281,1264.31,8.0,2.27,4.18,0.0,2.3,1.89,10.0,12.83,10.77,10,42.115,0.41,3.0,,1,11,6,2018,2018-06-11
18991,BU 2,Machine 6,6294837,0.0,0.23,0.27,35.92,35.92,38.33,63.31,56.75,13.99,22.7,27.38,1025,4.42,0.54,897,7178,1839.91,8.0,2.87,2.94,0.0,1.12,1.82,0.0,14.94,7.76,7,0.0,0.00,3.0,,1,11,6,2018,2018-06-11
18992,BU 2,Machine 6,7482916,0.0,0.19,0.2,29.54,29.54,31.88,49.22,60.02,32.04,18.74,19.68,691,10.44,4.6,777,6218,1311.71,8.0,2.36,4.06,0.0,2.56,1.5,0.0,8.72,10.02,9,0.0,0.00,3.0,,1,11,6,2018,2018-06-11
18993,BU 2,Machine 6,9473856,0.0,0.2,0.29,27.97,27.97,29.65,56.94,49.12,23.17,19.89,28.97,657,5.34,5.46,822,6573,496.41,8.0,2.24,3.44,0.0,1.85,1.59,10.0,5.31,14.58,10,7.54,0.27,3.0,,1,11,6,2018,2018-06-11
18994,BU 2,Machine 1,1903845,0.0,0.18,0.16,46.3,46.3,50.34,62.79,73.74,19.54,17.67,16.49,759,3.19,0.51,1518,12145,2109.15,8.0,3.7,2.98,0.0,1.56,1.41,6.25,7.05,10.63,16,22.93,0.07,5.0,,1,11,6,2018,2018-06-11
18995,BU 2,Machine 1,5732948,0.0,0.26,0.22,22.21,22.21,24.01,43.77,50.75,29.84,26.39,21.56,839,11.89,10.39,839,6712,734.88,8.0,1.78,4.5,0.0,2.39,2.11,0.0,9.68,16.71,8,0.0,0.00,5.0,,1,11,6,2018,2018-06-11
18996,BU 2,Machine 1,8392745,0.0,0.12,0.15,10.32,10.36,10.38,24.96,41.33,63.37,11.67,14.64,335,24.43,0.9,376,3011,536.90,8.0,0.83,6.0,0.03,5.07,0.93,0.0,8.31,3.36,9,203.965,8.87,5.0,,1,11,6,2018,2018-06-11
18997,BU 2,Machine 1,9473852,0.01,0.22,0.21,33.58,33.78,35.92,54.65,61.44,23.08,22.27,21.07,994,3.63,1.76,1243,9940,725.51,8.0,2.69,3.63,0.05,1.85,1.78,10.0,7.62,14.65,10,11.13,0.07,5.0,,1,11,6,2018,2018-06-11
18998,BU 2,Machine 5,5948361,0.0,0.43,0.21,23.46,23.46,24.39,44.1,53.19,12.75,43.15,20.64,707,6.09,0.0,795,6360,1341.70,8.0,1.88,4.47,0.0,1.02,3.45,11.11,22.97,20.18,9,0.0,0.00,1.0,,1,11,6,2018,2018-06-11
18999,BU 2,Machine 3,093K8347,0.0,0.21,0.2,43.45,43.45,48.88,63.55,68.37,15.82,20.63,20.1,685,7.68,7.42,428,3424,702.32,8.0,3.48,2.92,0.0,1.27,1.65,20.0,7.51,13.12,5,0.0,0.00,7.0,,1,11,6,2018,2018-06-11
19000,BU 2,Machine 3,573N6493,0.0,0.12,0.17,42.52,42.52,46.81,59.2,71.82,29.1,11.7,16.68,652,16.14,1.78,408,3261,807.82,8.0,3.4,3.26,0.0,2.33,0.94,20.0,5.68,6.02,5,0.55,0.03,7.0,,1,11,6,2018,2018-06-11
19001,BU 2,Machine 3,029P3751,0.0,0.13,0.2,52.47,52.47,54.07,72.61,72.26,14.61,12.77,20.14,788,8.49,6.69,394,3152,1817.07,8.0,4.2,2.19,0.0,1.17,1.02,0.0,6.03,6.74,4,0.0,0.00,7.0,,1,11,6,2018,2018-06-11
19002,BU 2,Machine 3,182L4692,0.0,0.18,0.13,54.15,54.15,57.91,66.66,81.24,15.35,17.99,12.51,540,7.12,3.69,338,2701,2095.59,8.0,4.33,2.67,0.0,1.23,1.44,20.0,8.54,9.45,5,51.23,0.81,7.0,,1,11,6,2018,2018-06-11
19003,BU 2,Machine 3,583J9461,0.0,0.08,0.29,39.44,39.44,42.98,68.89,57.24,23.13,7.98,29.46,750,13.41,4.89,375,3000,1255.25,8.0,3.15,2.49,0.0,1.85,0.64,0.0,7.19,0.78,4,0.0,0.00,7.0,,1,11,6,2018,2018-06-11
19004,BU 2,Machine 3,293F4715,0.0,0.19,0.26,42.8,42.8,42.8,69.14,61.91,11.89,18.97,26.34,553,8.41,4.81,415,3317,786.47,8.0,3.42,2.47,0.0,0.95,1.52,16.67,12.87,6.1,6,10.11,0.09,7.0,,1,11,6,2018,2018-06-11
19005,BU 2,Machine 3,483D5938,0.0,0.16,0.17,47.79,47.79,47.91,64.7,73.87,18.92,16.38,16.91,350,11.27,6.45,263,2101,2957.96,8.0,3.82,2.82,0.0,1.51,1.31,0.0,7.04,9.34,6,1.67,0.05,7.0,,1,11,6,2018,2018-06-11
19006,BU 2,Machine 2,5392175,0.0,0.17,0.09,31.55,31.55,33.65,40.54,77.83,42.46,17.0,8.99,531,6.76,2.4,1128,9027,1843.36,8.0,2.52,4.76,0.0,3.4,1.36,11.76,11.16,5.84,17,80.895,0.28,11.0,,1,11,6,2018,2018-06-11
19007,BU 2,Machine 2,6798354,0.0,0.25,0.19,33.42,33.42,33.57,52.27,63.93,22.6,25.13,18.85,776,8.86,2.03,971,7764,1672.39,8.0,2.67,3.82,0.0,1.81,2.01,10.0,9.53,15.59,10,71.325,0.28,11.0,,1,11,6,2018,2018-06-11
19008,BU 2,Machine 2,7481923,0.0,0.16,0.12,50.55,50.55,54.57,62.69,80.63,21.65,15.66,12.14,952,3.21,0.98,1905,15239,1428.03,8.0,4.04,2.98,0.0,1.73,1.25,0.0,7.02,8.64,16,15.915,0.09,11.0,,1,11,6,2018,2018-06-11
19009,BU 2,Machine 2,1047583,0.0,0.29,0.21,22.86,22.86,25.99,43.76,52.23,26.84,29.4,20.9,702,7.97,0.58,878,7021,1375.76,8.0,1.83,4.5,0.0,2.15,2.35,0.0,9.85,19.54,10,257.795,2.73,11.0,,1,11,6,2018,2018-06-11
19010,BU 2,Machine 2,2938745,0.0,0.1,0.08,61.28,61.28,67.26,69.37,88.34,20.69,9.94,8.09,587,2.02,0.27,1687,13499,2163.09,8.0,4.9,2.45,0.0,1.66,0.8,0.0,2.7,7.24,23,0.0,0.00,11.0,,1,11,6,2018,2018-06-11
19011,BU 2,Machine 2,8362719,0.0,0.28,0.13,23.19,23.19,24.88,36.69,63.2,35.08,28.23,13.5,528,10.23,2.04,792,6337,1087.40,8.0,1.86,5.06,0.0,2.81,2.26,0.0,16.26,11.97,12,90.49,0.98,11.0,,1,11,6,2018,2018-06-11
19012,BU 2,Machine 2,5849321,0.0,0.45,0.21,21.12,21.12,21.19,42.11,50.16,13.19,44.7,20.99,762,7.04,7.88,667,5335,2357.43,8.0,1.69,4.63,0.0,1.06,3.58,14.29,2.31,42.4,7,8.28,0.04,11.0,,1,11,6,2018,2018-06-11
19013,BU 2,Machine 2,2948567,0.0,0.22,0.17,26.93,26.93,29.83,43.75,61.56,34.49,21.76,16.82,675,5.35,2.56,1013,8101,1464.10,8.0,2.15,4.5,0.0,2.76,1.74,8.33,4.12,17.65,12,0.805,0.01,11.0,,1,11,6,2018,2018-06-11
19014,BU 2,Machine 2,3928471,0.0,0.18,0.14,40.01,40.01,45.52,54.08,73.98,27.75,18.17,14.07,718,3.75,0.43,1526,12208,1409.29,8.0,3.2,3.67,0.0,2.22,1.45,0.0,9.34,8.83,17,5.69,0.02,11.0,,1,11,6,2018,2018-06-11
19015,BU 2,Machine 2,1749536,0.0,0.21,0.21,33.4,33.4,35.62,54.0,61.85,24.73,21.28,20.6,847,5.34,1.2,1270,10161,1334.03,8.0,2.67,3.68,0.0,1.98,1.7,0.0,9.6,11.67,12,58.99,0.20,11.0,,1,11,6,2018,2018-06-11
19016,BU 2,Machine 2,3826197,0.0,0.26,0.18,32.03,32.03,34.81,49.7,64.44,24.38,25.92,17.67,839,6.1,0.0,1258,10063,1229.19,8.0,2.56,4.02,0.0,1.95,2.07,8.33,12.23,13.69,12,30.515,0.29,11.0,,1,11,6,2018,2018-06-11
19017,BU 2,Machine 8,847261539,0.0,0.12,0.03,70.5,70.5,71.5,73.32,96.15,14.66,12.01,2.82,973,2.69,0.57,1947,15572,988.93,8.0,5.64,2.13,0.0,1.17,0.96,6.25,2.58,9.44,16,0.0,0.00,1.0,,1,11,6,2018,2018-06-11
19018,BU 3,Machine 6,4027589,0.0,0.41,0.11,18.59,18.66,24.34,29.14,63.8,29.57,41.29,10.55,1968,56.64,1.59,492,3936,475.24,8.0,1.49,5.67,0.03,2.37,3.3,0.0,3.97,37.32,2,18.56,0.91,1.0,,1,11,6,2018,2018-06-11
19019,BU 3,Machine 1,8471629,0.0,0.13,0.35,35.15,35.15,35.65,70.14,50.11,16.47,13.39,34.99,723,9.2,0.0,723,5782,2060.43,8.0,2.81,2.39,0.0,1.32,1.07,12.5,2.8,10.59,8,11.47,0.07,1.0,,1,11,6,2018,2018-06-11
19020,BU 3,Machine 5,2938745,0.0,0.33,0.19,35.83,35.83,36.25,54.69,65.51,12.46,32.85,18.86,1046,8.05,0.03,915,7320,1008.61,8.0,2.87,3.62,0.0,1.0,2.63,0.0,2.17,30.68,7,12.3,0.27,3.0,,1,11,6,2018,2018-06-11
19021,BU 3,Machine 5,7283946,0.0,0.16,0.27,26.74,26.76,29.97,54.21,49.33,29.77,16.02,27.47,459,7.2,0.83,861,6889,783.35,8.0,2.14,3.66,0.01,2.38,1.28,6.67,9.57,6.45,15,38.87,0.57,3.0,,1,11,6,2018,2018-06-11
19022,BU 3,Machine 5,8374621,0.0,0.12,0.2,58.92,58.92,63.39,78.59,74.97,9.64,11.77,19.67,2276,4.3,0.55,1138,9105,774.32,8.0,4.71,1.71,0.0,0.77,0.94,25.0,3.33,8.44,4,7.77,0.11,3.0,,1,11,6,2018,2018-06-11
